"","X","ID","Relative_Year","Contribution","Cohort","Year","Proportional","Sex","Total_Genetic","cohort.10y","Parish"
"416",416,"P0000013997","A415",0,1575,1990,0,"Male","3701","1575","Elm"
"818",818,"P0000030926","A400",0,1590,1990,0,"Male","3701","1585","Elm"
"1215",1230,"P0000013872","A395",0,1595,1990,0,"Male","3701","1595","Elm"
"1612",1647,"P0000013885","A395",0,1595,1990,0,"Male","3701","1595","Elm"
"2009",2064,"P0000039763","A395",0,1595,1990,0,"Male","3701","1595","Elm"
"2406",2481,"P0000041373","A395",0,1595,1990,0,"Male","3701","1595","Elm"
"2803",2898,"P0000046908","A395",3.13568115234375,1595,1990,0.000847252405388746,"Male","3701","1595","Elm"
"3199",3314,"P0000025188","A394",10.6367797851562,1596,1990,0.00287402858285766,"Male","3701","1595","Elm"
"3595",3731,"P0000025191","A394",0,1596,1990,0,"Male","3701","1595","Elm"
"3991",4148,"P0000030295","A394",0,1596,1990,0,"Male","3701","1595","Elm"
"4387",4565,"P0000030930","A394",9.18603515625,1596,1990,0.00248204138239665,"Male","3701","1595","Elm"
"4783",4982,"P0000032409","A394",0,1596,1990,0,"Male","3701","1595","Elm"
"5179",5399,"P0000034522","A394",1.482666015625,1596,1990,0.000400612271176709,"Male","3701","1595","Elm"
"5574",5815,"P0000013901","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"5969",6232,"P0000013907","A393",7.52056884765625,1597,1990,0.00203203697585957,"Male","3701","1595","Elm"
"6364",6649,"P0000013911","A393",2.654296875,1597,1990,0.000717183700351256,"Male","3701","1595","Elm"
"6759",7066,"P0000013927","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"7154",7483,"P0000028553","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"7549",7900,"P0000030304","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"7944",8317,"P0000030951","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"8339",8734,"P0000034460","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"8734",9151,"P0000035913","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"9129",9568,"P0000036859","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"9524",9985,"P0000039765","A393",0,1597,1990,0,"Male","3701","1595","Elm"
"9918",10401,"P0000013880","A392",0,1598,1990,0,"Male","3701","1595","Elm"
"10312",10818,"P0000032378","A392",0,1598,1990,0,"Male","3701","1595","Elm"
"10706",11235,"P0000034525","A392",1.322998046875,1598,1990,0.000357470426067279,"Male","3701","1595","Elm"
"11100",11652,"P0000041366","A392",0,1598,1990,0,"Male","3701","1595","Elm"
"11493",12068,"P0000013869","A391",0,1599,1990,0,"Male","3701","1595","Elm"
"11886",12485,"P0000013921","A391",0,1599,1990,0,"Male","3701","1595","Elm"
"12279",12902,"P0000038157","A391",0,1599,1990,0,"Male","3701","1595","Elm"
"12672",13319,"P0000040506","A391",0,1599,1990,0,"Male","3701","1595","Elm"
"13064",13735,"P0000025193","A390",19.4197998046875,1600,1990,0.00524717638602743,"Male","3701","1595","Elm"
"13456",14152,"P0000030305","A390",0,1600,1990,0,"Male","3701","1595","Elm"
"13848",14569,"P0000030952","A390",0,1600,1990,0,"Male","3701","1595","Elm"
"14240",14986,"P0000032400","A390",0.0400390625,1600,1990,1.08184443393677e-05,"Male","3701","1595","Elm"
"14631",15402,"P0000032379","A389",14.6300048828125,1601,1990,0.00395298699886855,"Male","3701","1595","Elm"
"15022",15819,"P0000032392","A389",0,1601,1990,0,"Male","3701","1595","Elm"
"15413",16236,"P0000041188","A389",0,1601,1990,0,"Male","3701","1595","Elm"
"15803",16652,"P0000028554","A388",0,1602,1990,0,"Male","3701","1595","Elm"
"16193",17069,"P0000030961","A388",0.456298828125,1602,1990,0.00012329068579438,"Male","3701","1595","Elm"
"16583",17486,"P0000034527","A388",0,1602,1990,0,"Male","3701","1595","Elm"
"16973",17903,"P0000038165","A388",0,1602,1990,0,"Male","3701","1595","Elm"
"17363",18320,"P0000041367","A388",0,1602,1990,0,"Male","3701","1595","Elm"
"17752",18736,"P0000013898","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"18141",19153,"P0000013912","A387",5.8551025390625,1603,1990,0.00158203256932248,"Male","3701","1595","Elm"
"18530",19570,"P0000030306","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"18919",19987,"P0000030936","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"19308",20404,"P0000032381","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"19697",20821,"P0000038158","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"20086",21238,"P0000038166","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"20475",21655,"P0000039766","A387",0,1603,1990,0,"Male","3701","1595","Elm"
"20863",22071,"P0000013892","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"21251",22488,"P0000013922","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"21639",22905,"P0000025195","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"22027",23322,"P0000028361","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"22415",23739,"P0000030959","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"22803",24156,"P0000030962","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"23191",24573,"P0000032401","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"23579",24990,"P0000034442","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"23967",25407,"P0000034528","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"24355",25824,"P0000041189","A386",0,1604,1990,0,"Male","3701","1595","Elm"
"24742",26240,"P0000013903","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"25129",26657,"P0000013913","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"25516",27074,"P0000013933","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"25903",27491,"P0000038167","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"26290",27908,"P0000039768","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"26677",28325,"P0000040953","A385",0,1605,1990,0,"Male","3701","1605","Elm"
"27063",28741,"P0000025196","A384",0.9326171875,1606,1990,0.000251990593758444,"Male","3701","1605","Elm"
"27449",29158,"P0000028362","A384",0,1606,1990,0,"Male","3701","1605","Elm"
"27835",29575,"P0000030567","A384",0,1606,1990,0,"Male","3701","1605","Elm"
"28221",29992,"P0000032382","A384",0,1606,1990,0,"Male","3701","1605","Elm"
"28607",30409,"P0000032411","A384",9.97430419921875,1606,1990,0.00269502950532795,"Male","3701","1605","Elm"
"28993",30826,"P0000038168","A384",0,1606,1990,0,"Male","3701","1605","Elm"
"29378",31242,"P0000013914","A383",0,1607,1990,0,"Male","3701","1605","Elm"
"29763",31659,"P0000013923","A383",0,1607,1990,0,"Male","3701","1605","Elm"
"30148",32076,"P0000032415","A383",1.8226318359375,1607,1990,0.000492470098875304,"Male","3701","1605","Elm"
"30533",32493,"P0000038160","A383",0,1607,1990,0,"Male","3701","1605","Elm"
"30918",32910,"P0000040954","A383",0,1607,1990,0,"Male","3701","1605","Elm"
"31303",33327,"P0000041368","A383",0.35986328125,1607,1990,9.72340668062686e-05,"Male","3701","1605","Elm"
"31687",33743,"P0000013935","A382",12.73974609375,1608,1990,0.00344224428363956,"Male","3701","1605","Elm"
"32071",34160,"P0000013954","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"32455",34577,"P0000025202","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"32839",34994,"P0000030307","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"33223",35411,"P0000030568","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"33607",35828,"P0000034529","A382",1.642333984375,1608,1990,0.000443754116286139,"Male","3701","1605","Elm"
"33991",36245,"P0000038169","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"34375",36662,"P0000040955","A382",0,1608,1990,0,"Male","3701","1605","Elm"
"34758",37078,"P0000013893","A381",6.2713623046875,1609,1990,0.00169450481077749,"Male","3701","1605","Elm"
"35141",37495,"P0000013915","A381",0,1609,1990,0,"Male","3701","1605","Elm"
"35524",37912,"P0000013924","A381",0,1609,1990,0,"Male","3701","1605","Elm"
"35907",38329,"P0000013965","A381",1.328857421875,1609,1990,0.000359053613043772,"Male","3701","1605","Elm"
"36290",38746,"P0000025197","A381",0,1609,1990,0,"Male","3701","1605","Elm"
"36673",39163,"P0000030569","A381",0,1609,1990,0,"Male","3701","1605","Elm"
"37056",39580,"P0000034443","A381",0,1609,1990,0,"Male","3701","1605","Elm"
"37438",39996,"P0000013955","A380",0,1610,1990,0,"Male","3701","1605","Elm"
"37820",40413,"P0000032416","A380",0,1610,1990,0,"Male","3701","1605","Elm"
"38201",40829,"P0000013945","A379",0,1611,1990,0,"Male","3701","1605","Elm"
"38582",41246,"P0000030656","A379",0,1611,1990,0,"Male","3701","1605","Elm"
"38963",41663,"P0000032432","A379",2.8865966796875,1611,1990,0.000779950467356795,"Male","3701","1605","Elm"
"39344",42080,"P0000034539","A379",0,1611,1990,0,"Male","3701","1605","Elm"
"39723",42495,"P0000013916","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"40102",42912,"P0000028557","A377",2.6724853515625,1613,1990,0.000722098176590786,"Male","3701","1605","Elm"
"40481",43329,"P0000030308","A377",3.780517578125,1613,1990,0.00102148543045798,"Male","3701","1605","Elm"
"40860",43746,"P0000032417","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"41239",44163,"P0000034465","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"41618",44580,"P0000036569","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"41997",44997,"P0000038161","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"42376",45414,"P0000039771","A377",0,1613,1990,0,"Male","3701","1605","Elm"
"42754",45830,"P0000013962","A376",0,1614,1990,0,"Male","3701","1605","Elm"
"43132",46247,"P0000025203","A376",0,1614,1990,0,"Male","3701","1605","Elm"
"43510",46664,"P0000028561","A376",0.7431640625,1614,1990,0.000200800881518508,"Male","3701","1605","Elm"
"43888",47081,"P0000028563","A376",7.3636474609375,1614,1990,0.00198963724964537,"Male","3701","1605","Elm"
"44266",47498,"P0000032383","A376",1.780029296875,1614,1990,0.000480959010233721,"Male","3701","1605","Elm"
"44644",47915,"P0000032427","A376",0,1614,1990,0,"Male","3701","1605","Elm"
"45022",48332,"P0000038171","A376",0,1614,1990,0,"Male","3701","1605","Elm"
"45400",48749,"P0000039772","A376",0,1614,1990,0,"Male","3701","1605","Elm"
"45777",49165,"P0000028330","A375",0,1615,1990,0,"Male","3701","1615","Elm"
"46154",49582,"P0000030770","A375",0,1615,1990,0,"Male","3701","1615","Elm"
"46531",49999,"P0000030966","A375",0,1615,1990,0,"Male","3701","1615","Elm"
"46908",50416,"P0000036570","A375",0,1615,1990,0,"Male","3701","1615","Elm"
"47284",50832,"P0000013936","A374",0,1616,1990,0,"Male","3701","1615","Elm"
"47660",51249,"P0000025209","A374",0,1616,1990,0,"Male","3701","1615","Elm"
"48036",51666,"P0000030311","A374",0,1616,1990,0,"Male","3701","1615","Elm"
"48412",52083,"P0000030973","A374",0,1616,1990,0,"Male","3701","1615","Elm"
"48788",52500,"P0000038162","A374",0,1616,1990,0,"Male","3701","1615","Elm"
"49164",52917,"P0000038172","A374",2.443115234375,1616,1990,0.000660123003073494,"Male","3701","1615","Elm"
"49539",53333,"P0000032428","A373",0,1617,1990,0,"Male","3701","1615","Elm"
"49913",53749,"P0000028559","A372",0,1618,1990,0,"Male","3701","1615","Elm"
"50287",54166,"P0000028566","A372",0,1618,1990,0,"Male","3701","1615","Elm"
"50661",54583,"P0000028572","A372",0,1618,1990,0,"Male","3701","1615","Elm"
"51035",55000,"P0000036572","A372",0,1618,1990,0,"Male","3701","1615","Elm"
"51409",55417,"P0000040959","A372",0,1618,1990,0,"Male","3701","1615","Elm"
"51782",55833,"P0000013947","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"52155",56250,"P0000030572","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"52528",56667,"P0000030979","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"52901",57084,"P0000032384","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"53274",57501,"P0000032434","A371",7.857421875,1619,1990,0.0021230537354769,"Male","3701","1615","Elm"
"53647",57918,"P0000034437","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"54020",58335,"P0000034542","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"54393",58752,"P0000039774","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"54766",59169,"P0000039775","A371",0,1619,1990,0,"Male","3701","1615","Elm"
"55138",59585,"P0000013862","A370",0,1620,1990,0,"Male","3701","1615","Elm"
"55510",60002,"P0000025205","A370",0,1620,1990,0,"Male","3701","1615","Elm"
"55882",60419,"P0000030681","A370",0,1620,1990,0,"Male","3701","1615","Elm"
"56254",60836,"P0000030980","A370",7.06884765625,1620,1990,0.00190998315489057,"Male","3701","1615","Elm"
"56626",61253,"P0000040960","A370",0,1620,1990,0,"Male","3701","1615","Elm"
"56997",61669,"P0000013982","A369",0,1621,1990,0,"Male","3701","1615","Elm"
"57368",62086,"P0000028560","A369",0,1621,1990,0,"Male","3701","1615","Elm"
"57739",62503,"P0000032435","A369",0,1621,1990,0,"Male","3701","1615","Elm"
"58110",62920,"P0000034445","A369",0,1621,1990,0,"Male","3701","1615","Elm"
"58480",63336,"P0000028578","A368",0,1622,1990,0,"Male","3701","1615","Elm"
"58850",63753,"P0000030321","A368",0,1622,1990,0,"Male","3701","1615","Elm"
"59220",64170,"P0000032451","A368",0,1622,1990,0,"Male","3701","1615","Elm"
"59590",64587,"P0000034543","A368",0,1622,1990,0,"Male","3701","1615","Elm"
"59959",65003,"P0000013975","A367",0.34228515625,1623,1990,9.24845058767901e-05,"Male","3701","1615","Elm"
"60328",65420,"P0000025206","A367",0,1623,1990,0,"Male","3701","1615","Elm"
"60697",65837,"P0000028579","A367",0,1623,1990,0,"Male","3701","1615","Elm"
"61066",66254,"P0000030682","A367",0,1623,1990,0,"Male","3701","1615","Elm"
"61435",66671,"P0000039776","A367",0,1623,1990,0,"Male","3701","1615","Elm"
"61803",67087,"P0000028568","A366",1.486328125,1624,1990,0.000401601763037017,"Male","3701","1615","Elm"
"62171",67504,"P0000030997","A366",0,1624,1990,0,"Male","3701","1615","Elm"
"62539",67921,"P0000032436","A366",0,1624,1990,0,"Male","3701","1615","Elm"
"62907",68338,"P0000032452","A366",0,1624,1990,0,"Male","3701","1615","Elm"
"63274",68754,"P0000028580","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"63641",69171,"P0000028592","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"64008",69588,"P0000032453","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"64375",70005,"P0000034447","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"64742",70422,"P0000036669","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"65109",70839,"P0000040961","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"65476",71256,"P0000041507","A365",0,1625,1990,0,"Male","3701","1625","Elm"
"65842",71672,"P0000032446","A364",0,1626,1990,0,"Male","3701","1625","Elm"
"66208",72089,"P0000032481","A364",0,1626,1990,0,"Male","3701","1625","Elm"
"66574",72506,"P0000041075","A364",0,1626,1990,0,"Male","3701","1625","Elm"
"66939",72922,"P0000003287","A363",0.080078125,1627,1990,2.16368886787355e-05,"Male","3701","1625","Elm"
"67304",73339,"P0000028569","A363",0,1627,1990,0,"Male","3701","1625","Elm"
"67669",73756,"P0000028576","A363",4.156982421875,1627,1990,0.00112320519369765,"Male","3701","1625","Elm"
"68034",74173,"P0000030975","A363",4.76953125,1627,1990,0.00128871419886517,"Male","3701","1625","Elm"
"68399",74590,"P0000031001","A363",0.91259765625,1627,1990,0.00024658137158876,"Male","3701","1625","Elm"
"68764",75007,"P0000032437","A363",8.615966796875,1627,1990,0.0023280104828087,"Male","3701","1625","Elm"
"69129",75424,"P0000032455","A363",0,1627,1990,0,"Male","3701","1625","Elm"
"69494",75841,"P0000034544","A363",0,1627,1990,0,"Male","3701","1625","Elm"
"69859",76258,"P0000038174","A363",0,1627,1990,0,"Male","3701","1625","Elm"
"70224",76675,"P0000041508","A363",5.567626953125,1627,1990,0.0015043574582883,"Male","3701","1625","Elm"
"70588",77091,"P0000028582","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"70952",77508,"P0000030985","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"71316",77925,"P0000031004","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"71680",78342,"P0000032457","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"72044",78759,"P0000032465","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"72408",79176,"P0000032482","A362",0,1628,1990,0,"Male","3701","1625","Elm"
"72770",79591,"P0000025216","A360",0,1630,1990,0,"Male","3701","1625","Elm"
"73132",80008,"P0000031005","A360",1.44091796875,1630,1990,0.000389332063969197,"Male","3701","1625","Elm"
"73494",80425,"P0000032466","A360",0,1630,1990,0,"Male","3701","1625","Elm"
"73856",80842,"P0000032560","A360",1.31103515625,1630,1990,0.000354238085990273,"Male","3701","1625","Elm"
"74217",81258,"P0000013990","A359",0,1631,1990,0,"Male","3701","1625","Elm"
"74578",81675,"P0000025217","A359",1.23974609375,1631,1990,0.000334975977776277,"Male","3701","1625","Elm"
"74939",82092,"P0000030900","A359",0,1631,1990,0,"Male","3701","1625","Elm"
"75300",82509,"P0000032483","A359",0,1631,1990,0,"Male","3701","1625","Elm"
"75661",82926,"P0000040963","A359",0,1631,1990,0,"Male","3701","1625","Elm"
"76022",83343,"P0000041380","A359",4.5452880859375,1631,1990,0.00122812431395231,"Male","3701","1625","Elm"
"76382",83759,"P0000013977","A358",0.2900390625,1632,1990,7.83677553363956e-05,"Male","3701","1625","Elm"
"76742",84176,"P0000032459","A358",0,1632,1990,0,"Male","3701","1625","Elm"
"77102",84593,"P0000036863","A358",0,1632,1990,0,"Male","3701","1625","Elm"
"77462",85010,"P0000037381","A358",8.5205078125,1632,1990,0.00230221772831667,"Male","3701","1625","Elm"
"77822",85427,"P0000039095","A358",9.1251220703125,1632,1990,0.00246558283445353,"Male","3701","1625","Elm"
"78181",85843,"P0000013991","A357",9.3369140625,1633,1990,0.00252280844704134,"Male","3701","1625","Elm"
"78540",86260,"P0000025224","A357",2.081298828125,1633,1990,0.000562361207275061,"Male","3701","1625","Elm"
"78899",86677,"P0000032496","A357",5.773193359375,1633,1990,0.00155990093471359,"Male","3701","1625","Elm"
"79258",87094,"P0000032504","A357",3.56005859375,1633,1990,0.000961918020467441,"Male","3701","1625","Elm"
"79617",87511,"P0000032561","A357",0,1633,1990,0,"Male","3701","1625","Elm"
"79976",87928,"P0000034558","A357",0,1633,1990,0,"Male","3701","1625","Elm"
"80335",88345,"P0000034559","A357",0,1633,1990,0,"Male","3701","1625","Elm"
"80693",88761,"P0000013978","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"81051",89178,"P0000013986","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"81409",89595,"P0000028600","A356",1.021484375,1634,1990,0.000276002262901918,"Male","3701","1625","Elm"
"81767",90012,"P0000030988","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"82125",90429,"P0000031007","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"82483",90846,"P0000032467","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"82841",91263,"P0000032488","A356",0.19775390625,1634,1990,5.34325604566333e-05,"Male","3701","1625","Elm"
"83199",91680,"P0000036864","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"83557",92097,"P0000041494","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"83915",92514,"P0000041509","A356",0,1634,1990,0,"Male","3701","1625","Elm"
"84272",92930,"P0000014002","A355",0.021484375,1635,1990,5.80501891380708e-06,"Male","3701","1635","Elm"
"84629",93347,"P0000014009","A355",1.12255859375,1635,1990,0.00030331223824642,"Male","3701","1635","Elm"
"84986",93764,"P0000014062","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"85343",94181,"P0000028585","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"85700",94598,"P0000030684","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"86057",95015,"P0000032461","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"86414",95432,"P0000032484","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"86771",95849,"P0000041382","A355",9.3701171875,1635,1990,0.00253177983990813,"Male","3701","1635","Elm"
"87128",96266,"P0000041510","A355",0,1635,1990,0,"Male","3701","1635","Elm"
"87484",96682,"P0000028586","A354",0.8876953125,1636,1990,0.000239852826938665,"Male","3701","1635","Elm"
"87840",97099,"P0000030902","A354",0,1636,1990,0,"Male","3701","1635","Elm"
"88196",97516,"P0000030948","A354",0,1636,1990,0,"Male","3701","1635","Elm"
"88552",97933,"P0000030977","A354",0,1636,1990,0,"Male","3701","1635","Elm"
"88908",98350,"P0000032562","A354",0,1636,1990,0,"Male","3701","1635","Elm"
"89264",98767,"P0000036865","A354",1.40625,1636,1990,0.000379964874358282,"Male","3701","1635","Elm"
"89619",99183,"P0000030989","A353",3.235595703125,1637,1990,0.00087424904164415,"Male","3701","1635","Elm"
"89974",99600,"P0000031008","A353",7.56103515625,1637,1990,0.00204297086091597,"Male","3701","1635","Elm"
"90329",100017,"P0000032489","A353",15.20556640625,1637,1990,0.00410850213624696,"Male","3701","1635","Elm"
"90684",100434,"P0000032497","A353",0,1637,1990,0,"Male","3701","1635","Elm"
"91039",100851,"P0000032512","A353",0,1637,1990,0,"Male","3701","1635","Elm"
"91394",101268,"P0000034549","A353",5.318359375,1637,1990,0.00143700604566333,"Male","3701","1635","Elm"
"91749",101685,"P0000034585","A353",2.65771484375,1637,1990,0.000718107226087544,"Male","3701","1635","Elm"
"92104",102102,"P0000039097","A353",3.044677734375,1637,1990,0.000822663532660092,"Male","3701","1635","Elm"
"92459",102519,"P0000040655","A353",8.701904296875,1637,1990,0.00235123055846393,"Male","3701","1635","Elm"
"92813",102935,"P0000013993","A352",0,1638,1990,0,"Male","3701","1635","Elm"
"93167",103352,"P0000025219","A352",0.62548828125,1638,1990,0.000169005209740611,"Male","3701","1635","Elm"
"93520",103768,"P0000025227","A351",0.02392578125,1639,1990,6.46468015401243e-06,"Male","3701","1635","Elm"
"93873",104185,"P0000028587","A351",0,1639,1990,0,"Male","3701","1635","Elm"
"94226",104602,"P0000032486","A351",3.645263671875,1639,1990,0.000984940197750608,"Male","3701","1635","Elm"
"94579",105019,"P0000032498","A351",0,1639,1990,0,"Male","3701","1635","Elm"
"94932",105436,"P0000040964","A351",0,1639,1990,0,"Male","3701","1635","Elm"
"95285",105853,"P0000040965","A351",0,1639,1990,0,"Male","3701","1635","Elm"
"95638",106270,"P0000041496","A351",0,1639,1990,0,"Male","3701","1635","Elm"
"95990",106686,"P0000013979","A350",0,1640,1990,0,"Male","3701","1635","Elm"
"96342",107103,"P0000013994","A350",2.373291015625,1640,1990,0.000641256691603621,"Male","3701","1635","Elm"
"96694",107520,"P0000025228","A350",6.5966796875,1640,1990,0.00178240467103486,"Male","3701","1635","Elm"
"97046",107937,"P0000032490","A350",0,1640,1990,0,"Male","3701","1635","Elm"
"97398",108354,"P0000034550","A350",0.3369140625,1640,1990,9.10332511483383e-05,"Male","3701","1635","Elm"
"97750",108771,"P0000038177","A350",0,1640,1990,0,"Male","3701","1635","Elm"
"98101",109187,"P0000028207","A349",0,1641,1990,0,"Male","3701","1635","Elm"
"98452",109604,"P0000028618","A349",0,1641,1990,0,"Male","3701","1635","Elm"
"98803",110021,"P0000030329","A349",0,1641,1990,0,"Male","3701","1635","Elm"
"99154",110438,"P0000031015","A349",3.14892578125,1641,1990,0.00085083106761686,"Male","3701","1635","Elm"
"99505",110855,"P0000032508","A349",0,1641,1990,0,"Male","3701","1635","Elm"
"99855",111271,"P0000014005","A348",6.794677734375,1642,1990,0.00183590319761551,"Male","3701","1635","Elm"
"100205",111688,"P0000014014","A348",0,1642,1990,0,"Male","3701","1635","Elm"
"100555",112105,"P0000025229","A348",12.330322265625,1642,1990,0.00333161909365712,"Male","3701","1635","Elm"
"100905",112522,"P0000028589","A348",10.623046875,1642,1990,0.00287031798838152,"Male","3701","1635","Elm"
"101255",112939,"P0000032477","A348",13.290283203125,1642,1990,0.00359099789330586,"Male","3701","1635","Elm"
"101605",113356,"P0000032509","A348",0,1642,1990,0,"Male","3701","1635","Elm"
"101955",113773,"P0000032514","A348",0,1642,1990,0,"Male","3701","1635","Elm"
"102305",114190,"P0000041183","A348",0,1642,1990,0,"Male","3701","1635","Elm"
"102655",114607,"P0000041497","A348",0,1642,1990,0,"Male","3701","1635","Elm"
"103004",115023,"P0000013995","A347",0,1643,1990,0,"Male","3701","1635","Elm"
"103353",115440,"P0000028610","A347",0.6845703125,1643,1990,0.00018496901175358,"Male","3701","1635","Elm"
"103702",115857,"P0000028619","A347",2.392578125,1643,1990,0.000646468015401243,"Male","3701","1635","Elm"
"104051",116274,"P0000030575","A347",0,1643,1990,0,"Male","3701","1635","Elm"
"104400",116691,"P0000031010","A347",0,1643,1990,0,"Male","3701","1635","Elm"
"104749",117108,"P0000032491","A347",0,1643,1990,0,"Male","3701","1635","Elm"
"105098",117525,"P0000036867","A347",0,1643,1990,0,"Male","3701","1635","Elm"
"105447",117942,"P0000038178","A347",4.88623046875,1643,1990,0.00132024600614699,"Male","3701","1635","Elm"
"105796",118359,"P0000040656","A347",2.928466796875,1643,1990,0.000791263657626317,"Male","3701","1635","Elm"
"106144",118775,"P0000013988","A346",5.30859375,1644,1990,0.00143436740070251,"Male","3701","1635","Elm"
"106492",119192,"P0000014015","A346",0,1644,1990,0,"Male","3701","1635","Elm"
"106840",119609,"P0000031016","A346",0,1644,1990,0,"Male","3701","1635","Elm"
"107187",120025,"P0000025230","A345",12.389404296875,1645,1990,0.00334758289567009,"Male","3701","1645","Elm"
"107534",120442,"P0000028210","A345",0,1645,1990,0,"Male","3701","1645","Elm"
"107881",120859,"P0000028611","A345",0.443359375,1645,1990,0.000119794481221292,"Male","3701","1645","Elm"
"108228",121276,"P0000030576","A345",0,1645,1990,0,"Male","3701","1645","Elm"
"108575",121693,"P0000032471","A345",0,1645,1990,0,"Male","3701","1645","Elm"
"108922",122110,"P0000032478","A345",0.36865234375,1645,1990,9.96088472710078e-05,"Male","3701","1645","Elm"
"109269",122527,"P0000032515","A345",23.317626953125,1645,1990,0.00630035853907728,"Male","3701","1645","Elm"
"109616",122944,"P0000036868","A345",0,1645,1990,0,"Male","3701","1645","Elm"
"109962",123360,"P0000031017","A344",0,1646,1990,0,"Male","3701","1645","Elm"
"110308",123777,"P0000032510","A344",0,1646,1990,0,"Male","3701","1645","Elm"
"110654",124194,"P0000036869","A344",0,1646,1990,0,"Male","3701","1645","Elm"
"110999",124610,"P0000025231","A343",0,1647,1990,0,"Male","3701","1645","Elm"
"111344",125027,"P0000028612","A343",6.611083984375,1647,1990,0.00178629667235207,"Male","3701","1645","Elm"
"111689",125444,"P0000031023","A343",0,1647,1990,0,"Male","3701","1645","Elm"
"112034",125861,"P0000032500","A343",0,1647,1990,0,"Male","3701","1645","Elm"
"112378",126277,"P0000028605","A342",2.04296875,1648,1990,0.000552004525803837,"Male","3701","1645","Elm"
"112722",126694,"P0000030577","A342",0,1648,1990,0,"Male","3701","1645","Elm"
"113066",127111,"P0000032493","A342",0,1648,1990,0,"Male","3701","1645","Elm"
"113409",127527,"P0000021787","A341",0,1649,1990,0,"Male","3701","1645","Elm"
"113752",127944,"P0000028622","A341",0,1649,1990,0,"Male","3701","1645","Elm"
