"","X","ID","Relative_Year","Contribution","Cohort","Year","Proportional","Sex","Total_Genetic","cohort.10y","Parish"
"2530570",1783175,"P0000021454","A109",0.375,1881,1990,0.000110326566637246,"Female","3399","1878","Lin"
"2530683",1783437,"P0000023120","A109",0,1881,1990,0,"Female","3399","1878","Lin"
"2530796",1783699,"P0000023177","A109",0,1881,1990,0,"Female","3399","1878","Lin"
"2530909",1783961,"P0000023181","A109",0,1881,1990,0,"Female","3399","1878","Lin"
"2531022",1784223,"P0000023189","A109",0,1881,1990,0,"Female","3399","1878","Lin"
"2531134",1784484,"P0000000144","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531246",1784746,"P0000000306","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531358",1785008,"P0000000928","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531470",1785270,"P0000002605","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531582",1785532,"P0000002788","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531694",1785794,"P0000003534","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531806",1786056,"P0000005739","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2531918",1786318,"P0000007938","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532030",1786580,"P0000008597","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532142",1786842,"P0000008638","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532254",1787104,"P0000009204","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532366",1787366,"P0000009654","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532478",1787628,"P0000010288","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532590",1787890,"P0000010332","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532702",1788152,"P0000010334","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532814",1788414,"P0000011657","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2532926",1788676,"P0000012569","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533038",1788938,"P0000016293","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533150",1789200,"P0000016930","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533262",1789462,"P0000016957","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533374",1789724,"P0000016986","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533486",1789986,"P0000017011","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533598",1790248,"P0000017173","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533710",1790510,"P0000017213","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533822",1790772,"P0000017216","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2533934",1791034,"P0000017219","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534046",1791296,"P0000017685","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534158",1791558,"P0000019805","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534270",1791820,"P0000019902","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534382",1792082,"P0000021403","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534494",1792344,"P0000021416","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534606",1792606,"P0000021529","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534718",1792868,"P0000023028","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534830",1793130,"P0000023043","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2534942",1793392,"P0000023182","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2535054",1793654,"P0000023190","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2535166",1793916,"P0000023219","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2535278",1794178,"P0000023367","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2535390",1794440,"P0000024068","A108",0,1882,1990,0,"Female","3399","1878","Lin"
"2535501",1794701,"P0000001245","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2535612",1794963,"P0000002485","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2535723",1795225,"P0000002799","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2535834",1795487,"P0000003509","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2535945",1795749,"P0000003545","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536056",1796011,"P0000005693","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536167",1796273,"P0000005734","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536278",1796535,"P0000005740","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536389",1796797,"P0000008239","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536500",1797059,"P0000008252","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536611",1797321,"P0000008867","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536722",1797583,"P0000009007","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536833",1797845,"P0000009563","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2536944",1798107,"P0000009575","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537055",1798369,"P0000010499","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537166",1798631,"P0000010635","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537277",1798893,"P0000011011","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537388",1799155,"P0000011116","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537499",1799417,"P0000011592","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537610",1799679,"P0000011624","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537721",1799941,"P0000012060","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537832",1800203,"P0000012679","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2537943",1800465,"P0000016540","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538054",1800727,"P0000016583","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538165",1800989,"P0000016782","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538276",1801251,"P0000016841","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538387",1801513,"P0000016867","A107",2,1883,1990,0.000588408355398647,"Female","3399","1878","Lin"
"2538498",1801775,"P0000016876","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538609",1802037,"P0000016917","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538720",1802299,"P0000017029","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538831",1802561,"P0000017092","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2538942",1802823,"P0000017129","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539053",1803085,"P0000017208","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539164",1803347,"P0000017210","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539275",1803609,"P0000017211","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539386",1803871,"P0000017231","A107",0.375,1883,1990,0.000110326566637246,"Female","3399","1878","Lin"
"2539497",1804133,"P0000020109","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539608",1804395,"P0000020110","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539719",1804657,"P0000020135","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539830",1804919,"P0000020179","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2539941",1805181,"P0000020503","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2540052",1805443,"P0000020815","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2540163",1805705,"P0000023211","A107",1.1875,1883,1990,0.000349367461017946,"Female","3399","1878","Lin"
"2540274",1805967,"P0000023212","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2540385",1806229,"P0000023232","A107",0,1883,1990,0,"Female","3399","1878","Lin"
"2540495",1806490,"P0000005741","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2540605",1806752,"P0000006016","A106",2.5,1884,1990,0.000735510444248308,"Female","3399","1878","Lin"
"2540715",1807014,"P0000008240","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2540825",1807276,"P0000008679","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2540935",1807538,"P0000009187","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541045",1807800,"P0000009203","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541155",1808062,"P0000009380","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541265",1808324,"P0000009442","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541375",1808586,"P0000010464","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541485",1808848,"P0000011255","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541595",1809110,"P0000016519","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2541705",1809372,"P0000016548","A106",1.8125,1884,1990,0.000533245072080023,"Female","3399","1878","Lin"
"2541815",1809634,"P0000016712","A106",2.25,1884,1990,0.000661959399823478,"Female","3399","1878","Lin"
"2541925",1809896,"P0000016858","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542035",1810158,"P0000016882","A106",0.75,1884,1990,0.000220653133274493,"Female","3399","1878","Lin"
"2542145",1810420,"P0000016932","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542255",1810682,"P0000016998","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542365",1810944,"P0000017013","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542475",1811206,"P0000017164","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542585",1811468,"P0000017226","A106",1,1884,1990,0.000294204177699323,"Female","3399","1878","Lin"
"2542695",1811730,"P0000017248","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542805",1811992,"P0000017250","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2542915",1812254,"P0000017259","A106",2.625,1884,1990,0.000772285966460724,"Female","3399","1878","Lin"
"2543025",1812516,"P0000017269","A106",1,1884,1990,0.000294204177699323,"Female","3399","1878","Lin"
"2543135",1812778,"P0000017312","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2543245",1813040,"P0000017835","A106",0.875,1884,1990,0.000257428655486908,"Female","3399","1878","Lin"
"2543355",1813302,"P0000017920","A106",1.375,1884,1990,0.00040453074433657,"Female","3399","1878","Lin"
"2543465",1813564,"P0000019806","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2543575",1813826,"P0000020154","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2543685",1814088,"P0000020158","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2543795",1814350,"P0000020204","A106",0.75,1884,1990,0.000220653133274493,"Female","3399","1878","Lin"
"2543905",1814612,"P0000020206","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544015",1814874,"P0000021417","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544125",1815136,"P0000021489","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544235",1815398,"P0000023044","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544345",1815660,"P0000023213","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544455",1815922,"P0000023225","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544565",1816184,"P0000023981","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544675",1816446,"P0000024926","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544785",1816708,"P0000024927","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2544895",1816970,"P0000025186","A106",0,1884,1990,0,"Female","3399","1878","Lin"
"2545004",1817231,"P0000000131","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545113",1817493,"P0000000255","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545222",1817755,"P0000001185","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545331",1818017,"P0000002422","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545440",1818279,"P0000002790","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545549",1818541,"P0000003551","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545658",1818803,"P0000003552","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545767",1819065,"P0000005722","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545876",1819327,"P0000005728","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2545985",1819589,"P0000005749","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546094",1819851,"P0000006778","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546203",1820113,"P0000006780","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546312",1820375,"P0000008216","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546421",1820637,"P0000008229","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546530",1820899,"P0000008476","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546639",1821161,"P0000008543","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546748",1821423,"P0000008565","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546857",1821685,"P0000008567","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2546966",1821947,"P0000008771","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547075",1822209,"P0000009128","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547184",1822471,"P0000009258","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547293",1822733,"P0000009488","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547402",1822995,"P0000009597","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547511",1823257,"P0000009945","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547620",1823519,"P0000011266","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547729",1823781,"P0000011282","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547838",1824043,"P0000011786","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2547947",1824305,"P0000012736","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548056",1824567,"P0000016247","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548165",1824829,"P0000016884","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548274",1825091,"P0000016918","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548383",1825353,"P0000017122","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548492",1825615,"P0000017220","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548601",1825877,"P0000017254","A105",4.5,1885,1990,0.00132391879964696,"Female","3399","1878","Lin"
"2548710",1826139,"P0000017264","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548819",1826401,"P0000017266","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2548928",1826663,"P0000017270","A105",0.5,1885,1990,0.000147102088849662,"Female","3399","1878","Lin"
"2549037",1826925,"P0000017277","A105",0.25,1885,1990,7.35510444248308e-05,"Female","3399","1878","Lin"
"2549146",1827187,"P0000017299","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2549255",1827449,"P0000017805","A105",1,1885,1990,0.000294204177699323,"Female","3399","1878","Lin"
"2549364",1827711,"P0000020160","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2549473",1827973,"P0000020177","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2549582",1828235,"P0000020207","A105",0.875,1885,1990,0.000257428655486908,"Female","3399","1878","Lin"
"2549691",1828497,"P0000020208","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2549800",1828759,"P0000020219","A105",0.8125,1885,1990,0.0002390408943807,"Female","3399","1878","Lin"
"2549909",1829021,"P0000020221","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550018",1829283,"P0000020479","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550127",1829545,"P0000020625","A105",0.5,1885,1990,0.000147102088849662,"Female","3399","1878","Lin"
"2550236",1829807,"P0000020991","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550345",1830069,"P0000021530","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550454",1830331,"P0000023207","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550563",1830593,"P0000023214","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550672",1830855,"P0000023241","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550781",1831117,"P0000023243","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550890",1831379,"P0000023422","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2550999",1831641,"P0000024826","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2551108",1831903,"P0000024899","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2551217",1832165,"P0000024933","A105",0,1885,1990,0,"Female","3399","1878","Lin"
"2551325",1832426,"P0000000145","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551433",1832688,"P0000000146","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551541",1832950,"P0000000256","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551649",1833212,"P0000003550","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551757",1833474,"P0000003683","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551865",1833736,"P0000005742","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2551973",1833998,"P0000007924","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552081",1834260,"P0000007945","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552189",1834522,"P0000007946","A104",1.375,1886,1990,0.00040453074433657,"Female","3399","1878","Lin"
"2552297",1834784,"P0000008981","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552405",1835046,"P0000009036","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552513",1835308,"P0000009150","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552621",1835570,"P0000009807","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552729",1835832,"P0000010518","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552837",1836094,"P0000011167","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2552945",1836356,"P0000011169","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553053",1836618,"P0000011256","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553161",1836880,"P0000011412","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553269",1837142,"P0000011431","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553377",1837404,"P0000011666","A104",1.25,1886,1990,0.000367755222124154,"Female","3399","1878","Lin"
"2553485",1837666,"P0000011679","A104",1,1886,1990,0.000294204177699323,"Female","3399","1878","Lin"
"2553593",1837928,"P0000011696","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553701",1838190,"P0000011800","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553809",1838452,"P0000011975","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2553917",1838714,"P0000012595","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554025",1838976,"P0000016550","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554133",1839238,"P0000017031","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554241",1839500,"P0000017078","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554349",1839762,"P0000017103","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554457",1840024,"P0000017112","A104",1.25,1886,1990,0.000367755222124154,"Female","3399","1878","Lin"
"2554565",1840286,"P0000017165","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554673",1840548,"P0000017166","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554781",1840810,"P0000017177","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554889",1841072,"P0000017300","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2554997",1841334,"P0000017305","A104",0.8125,1886,1990,0.0002390408943807,"Female","3399","1878","Lin"
"2555105",1841596,"P0000017307","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2555213",1841858,"P0000017311","A104",0.25,1886,1990,7.35510444248308e-05,"Female","3399","1878","Lin"
"2555321",1842120,"P0000017605","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2555429",1842382,"P0000017742","A104",0.5,1886,1990,0.000147102088849662,"Female","3399","1878","Lin"
"2555537",1842644,"P0000017846","A104",0.5,1886,1990,0.000147102088849662,"Female","3399","1878","Lin"
"2555645",1842906,"P0000019985","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2555753",1843168,"P0000020017","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2555861",1843430,"P0000020195","A104",0.5,1886,1990,0.000147102088849662,"Female","3399","1878","Lin"
"2555969",1843692,"P0000020228","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556077",1843954,"P0000020245","A104",1.5,1886,1990,0.000441306266548985,"Female","3399","1878","Lin"
"2556185",1844216,"P0000020256","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556293",1844478,"P0000020805","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556401",1844740,"P0000021455","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556509",1845002,"P0000023045","A104",0.25,1886,1990,7.35510444248308e-05,"Female","3399","1878","Lin"
"2556617",1845264,"P0000023196","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556725",1845526,"P0000023236","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556833",1845788,"P0000023237","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2556941",1846050,"P0000023244","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2557049",1846312,"P0000023407","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2557157",1846574,"P0000023878","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2557265",1846836,"P0000023983","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2557373",1847098,"P0000024828","A104",0,1886,1990,0,"Female","3399","1878","Lin"
"2557480",1847359,"P0000001138","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2557587",1847621,"P0000001487","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2557694",1847883,"P0000002487","A103",2,1887,1990,0.000588408355398647,"Female","3399","1878","Lin"
"2557801",1848145,"P0000002606","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2557908",1848407,"P0000002801","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558015",1848669,"P0000005694","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558122",1848931,"P0000007567","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558229",1849193,"P0000008096","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558336",1849455,"P0000008098","A103",0.625,1887,1990,0.000183877611062077,"Female","3399","1878","Lin"
"2558443",1849717,"P0000008208","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558550",1849979,"P0000008535","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558657",1850241,"P0000008747","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558764",1850503,"P0000008872","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558871",1850765,"P0000009228","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2558978",1851027,"P0000009381","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559085",1851289,"P0000009581","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559192",1851551,"P0000009887","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559299",1851813,"P0000010335","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559406",1852075,"P0000010430","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559513",1852337,"P0000010442","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559620",1852599,"P0000011013","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559727",1852861,"P0000011037","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559834",1853123,"P0000011209","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2559941",1853385,"P0000011257","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560048",1853647,"P0000014647","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560155",1853909,"P0000017079","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560262",1854171,"P0000017087","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560369",1854433,"P0000017195","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560476",1854695,"P0000017243","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560583",1854957,"P0000017306","A103",1.625,1887,1990,0.0004780817887614,"Female","3399","1878","Lin"
"2560690",1855219,"P0000017341","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2560797",1855481,"P0000017346","A103",3.0625,1887,1990,0.000901000294204178,"Female","3399","1878","Lin"
"2560904",1855743,"P0000017364","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561011",1856005,"P0000017365","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561118",1856267,"P0000017402","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561225",1856529,"P0000020250","A103",1.125,1887,1990,0.000330979699911739,"Female","3399","1878","Lin"
"2561332",1856791,"P0000020257","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561439",1857053,"P0000020266","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561546",1857315,"P0000020504","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561653",1857577,"P0000020950","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561760",1857839,"P0000021427","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561867",1858101,"P0000021428","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2561974",1858363,"P0000021459","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562081",1858625,"P0000021492","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562188",1858887,"P0000023183","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562295",1859149,"P0000023252","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562402",1859411,"P0000023401","A103",2.375,1887,1990,0.000698734922035893,"Female","3399","1878","Lin"
"2562509",1859673,"P0000024811","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562616",1859935,"P0000024813","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562723",1860197,"P0000024904","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562830",1860459,"P0000024931","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2562937",1860721,"P0000024932","A103",0,1887,1990,0,"Female","3399","1878","Lin"
"2563043",1860982,"P0000000042","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563149",1861244,"P0000000043","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563255",1861506,"P0000000317","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563361",1861768,"P0000000588","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563467",1862030,"P0000000608","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563573",1862292,"P0000001087","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563679",1862554,"P0000001296","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563785",1862816,"P0000002495","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563891",1863078,"P0000002559","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2563997",1863340,"P0000003555","A102",0,1888,1990,0,"Female","3399","1888","Lin"
"2564103",1863602,"P0000003654","A102",2.75,1888,1990,0.000809061488673139,"Female","3399","1888","Lin"
