IDp,lifespan,lrs,lrssa,ngo.kk,prop.lrs.non.migrators
P0000025752,40.4976076555024,10,9,30,1
P0000025753,61.6131237183869,0,0,0,1
P0000025754,36.647983595352,3,3,2,1
P0000025755,52.1667805878332,1,1,0,1
P0000025756,63.4777853725222,12,7,2,1
P0000025757,38.2337662337662,9,8,2,1
P0000025758,66.8516746411483,4,4,3,1
P0000025759,65.1838687628161,0,0,0,1
P0000025760,24.38004101162,1,1,0,1
P0000025761,29.0061517429939,4,3,8,1
P0000025762,73.1537935748462,3,3,2,1
P0000025763,0.109364319890636,0,0,0,1
P0000025766,78.0041011619959,5,2,0,1
P0000025766,78.0041011619959,5,2,0,1
P0000025768,59.8687628161312,0,0,0,1
P0000025769,81.0471633629528,1,1,9,1
P0000025770,38.8516746411483,1,0,0,1
P0000025771,0.0984278879015721,0,0,0,1
P0000025772,0.44565960355434,0,0,0,1
P0000025773,46.6028708133971,4,1,0,1
P0000025774,4.09295967190704,0,0,0,1
P0000025775,62.4224196855776,4,2,11,1
P0000025776,1.23308270676692,0,0,0,1
P0000025777,59.7183868762816,4,2,4,1
P0000025778,3.61995898838004,0,0,0,1
P0000025779,73.7963089542037,7,6,5,1
P0000025781,66.19002050581,8,2,0,1
P0000025782,68.2652084757348,8,2,0,1
P0000025783,0.369104579630895,0,0,0,1
P0000025784,23.9644565960355,0,0,0,1
P0000025785,0.997949419002051,0,0,0,1
P0000025786,NA,NA,NA,NA,NA
P0000025787,0,0,0,0,1
P0000025788,0,0,0,0,1
P0000025789,0,0,0,0,1
P0000025790,0.300751879699248,0,0,0,1
P0000025791,52.7382091592618,0,0,0,1
P0000025792,1.0416951469583,0,0,0,1
P0000025793,88.7682843472317,5,3,0,1
P0000025794,NA,NA,NA,NA,NA
P0000025795,43.5871496924129,5,4,6,1
P0000025796,46.8051948051948,0,0,0,1
P0000025797,60.3472317156528,6,3,11,1
P0000025798,66.3677375256323,11,8,3,1
P0000025799,NA,NA,NA,NA,NA
P0000025800,0.500341763499658,0,0,0,1
P0000025801,6.19548872180451,0,0,0,1
P0000025802,1.33151059466849,0,0,0,1
P0000025803,NA,NA,NA,NA,NA
P0000025804,78.5345181134655,6,4,0,1
P0000025804,78.5345181134655,6,4,0,1
P0000025806,15.9945317840055,0,0,0,1
P0000025807,NA,NA,NA,NA,NA
P0000025808,NA,NA,NA,NA,NA
P0000025809,0.117566643882433,0,0,0,1
P0000025810,59.7211209842789,0,0,0,1
P0000025811,NA,NA,NA,NA,NA
P0000025812,77.7908407382092,3,2,0,1
P0000025813,52.8885850991114,10,9,27,1
P0000025814,70.3868762816131,6,2,1,1
P0000025815,NA,NA,NA,NA,NA
P0000025817,72.9131920710868,6,5,1,1
P0000025818,67.6226930963773,8,4,3,1
P0000025818,67.6226930963773,8,4,3,1
P0000025818,67.6226930963773,8,4,3,1
P0000025818,67.6226930963773,8,4,3,1
P0000025820,NA,NA,NA,NA,NA
P0000025821,4.14217361585783,0,0,0,1
P0000025822,0.976076555023923,0,0,0,1
P0000025823,52.8147641831852,3,2,4,1
P0000025824,2.34313055365687,0,0,0,1
P0000025825,55.4914559125085,14,9,18,1
P0000025826,0.415584415584416,0,0,0,1
P0000025827,61.3506493506493,0,0,0,1
P0000025829,NA,NA,NA,NA,NA
P0000025830,15.1961722488038,0,0,0,1
P0000025831,61.984962406015,2,1,0,1
P0000025831,61.984962406015,2,1,0,1
P0000025833,0.546821599453178,0,0,0,1
P0000025834,NA,NA,NA,NA,NA
P0000025836,26.796992481203,1,0,0,1
P0000025836,26.796992481203,1,0,0,1
P0000025838,10.6876281613124,0,0,0,1
P0000025839,39.2754613807245,9,3,6,1
P0000025840,0.235133287764867,0,0,0,1
P0000025841,NA,NA,NA,NA,NA
P0000025842,4.05741626794258,0,0,0,1
P0000025843,1.85099111414901,0,0,0,1
P0000025844,13.9931647300068,0,0,0,1
P0000025845,45.8619275461381,4,3,1,1
P0000025846,60.215994531784,2,2,0,1
P0000025847,1.12098427887902,0,0,0,1
P0000025848,9.36978810663021,0,0,0,1
P0000025849,52.7874231032126,5,2,14,1
P0000025849,52.7874231032126,5,2,14,1
P0000025849,52.7874231032126,5,2,14,1
P0000025849,52.7874231032126,5,2,14,1
P0000025851,3.47778537252221,0,0,0,1
P0000025852,1.15105946684894,0,0,0,1
P0000025853,69.2904989747095,14,10,18,1
P0000025855,NA,NA,NA,NA,NA
P0000025855,48.2296650717703,2,1,0,1
P0000025855,48.2296650717703,2,1,0,1
P0000025855,NA,NA,NA,NA,NA
P0000025857,67.1168831168831,11,9,32,1
P0000025858,77.4791524265208,7,4,10,1
P0000025859,NA,NA,NA,NA,NA
P0000025860,29.9685577580314,3,3,0,1
P0000025862,83.1332877648667,8,4,7,1
P0000025863,32.2241968557758,3,3,10,1
P0000025864,69.6049213943951,8,7,10,1
P0000025865,0.746411483253589,0,0,0,1
P0000025866,NA,NA,NA,NA,NA
P0000025867,69.7607655502392,6,5,0,1
P0000025868,69.1920710868079,9,8,4,1
P0000025869,0.760082023239918,0,0,0,1
P0000025870,NA,NA,NA,NA,NA
P0000025871,83.6855775803144,7,7,1,1
P0000025872,NA,NA,NA,NA,NA
P0000025873,71.7375256322625,8,8,1,1
P0000025874,66.7067669172932,8,7,13,1
P0000025875,19.8523581681476,9,8,24,1
P0000025876,86.4524948735475,0,0,0,1
P0000025877,78.1626794258373,2,2,4,1
P0000025878,22.0369104579631,2,2,4,1
P0000025879,39.3356117566644,4,4,32,1
P0000025880,73.9876965140123,7,5,35,1
P0000025881,75.7074504442925,9,9,19,1
P0000025882,NA,NA,NA,NA,NA
P0000025883,NA,NA,NA,NA,NA
P0000025884,29.4217361585783,0,0,0,1
P0000025885,0.00820232399179768,0,0,0,1
P0000025886,NA,NA,NA,NA,NA
P0000025886,NA,NA,NA,NA,NA
P0000025888,6.19548872180451,0,0,0,1
P0000025889,75.2481203007519,8,4,0,1
P0000025890,0.00546821599453178,0,0,0,1
P0000025891,0.024606971975393,0,0,0,1
P0000025892,NA,NA,NA,NA,NA
P0000025893,30.0041011619959,1,1,0,1
P0000025894,NA,NA,NA,NA,NA
P0000025895,NA,NA,NA,NA,NA
P0000025896,1.5311004784689,0,0,0,1
P0000025897,6.29391660970608,0,0,0,1
P0000025898,NA,NA,NA,NA,NA
P0000025899,0,0,0,0,1
P0000025900,1.6596035543404,0,0,0,1
P0000025901,54.2282980177717,7,7,0,1
P0000025902,NA,NA,NA,NA,NA
P0000025903,74.9665071770335,1,1,0,1
P0000025904,69.2658920027341,3,2,2,1
P0000025905,40.1476418318524,2,2,4,1
P0000025906,7.29733424470267,0,0,0,1
P0000025907,25.5393028024607,0,0,0,1
P0000025908,75.6664388243336,8,4,8,1
P0000025909,65.7142857142857,3,3,0,1
P0000025910,0.0273410799726589,0,0,0,1
P0000025911,0,0,0,0,1
P0000025912,4.34176349965824,0,0,0,1
P0000025913,NA,NA,NA,NA,NA
P0000025913,NA,NA,NA,NA,NA
P0000025913,NA,NA,NA,NA,NA
P0000025913,NA,NA,NA,NA,NA
P0000025915,71.5105946684894,0,0,0,1
P0000025916,70.7641831852358,5,2,0,1
P0000025917,0.101161995898838,0,0,0,1
P0000025918,61.0963773069036,3,2,0,1
P0000025919,2.66848940533151,0,0,0,1
P0000025920,NA,NA,NA,NA,NA
P0000025921,28.0300751879699,0,0,0,1
P0000025922,29.0143540669856,0,0,0,1
P0000025923,8.71633629528366,0,0,0,1
P0000025924,50.961038961039,1,1,0,1
P0000025925,NA,NA,NA,NA,NA
P0000025926,3.54066985645933,0,0,0,1
P0000025927,NA,NA,NA,NA,NA
P0000025928,0.281613123718387,0,0,0,1
P0000025929,NA,NA,NA,NA,NA
P0000025930,9.00888585099112,0,0,0,1
P0000025931,NA,NA,NA,NA,NA
P0000025932,65.4518113465482,0,0,0,1
P0000025933,1.62952836637047,0,0,0,1
P0000025934,71.526999316473,1,1,4,1
P0000025935,0.563226247436774,0,0,0,1
P0000025936,55.7047163362953,0,0,0,1
P0000025937,65.4818865345181,9,8,3,1
P0000025938,NA,NA,NA,NA,NA
P0000025939,65.3807245386193,5,5,15,1
P0000025940,NA,NA,NA,NA,NA
P0000025941,70.9118250170882,3,3,0,1
P0000025942,79.7894736842105,5,2,0,1
P0000025943,58.2638414217362,7,6,7,1
P0000025944,NA,NA,NA,NA,NA
P0000025945,60.2351332877649,8,6,20,1
P0000025946,43.1086807928913,0,0,0,1
P0000025947,36.9323308270677,2,1,0,1
P0000025948,37.943950786056,4,2,3,1
P0000025949,0.00546821599453178,0,0,0,1
P0000025950,NA,NA,NA,NA,NA
P0000025951,69.0061517429939,4,3,0,1
P0000025953,69.2658920027341,10,7,0,1
P0000025954,1.47915242652085,0,0,0,1
P0000025955,68.5850991114149,4,4,12,1
P0000025956,84.997949419002,11,7,17,1
P0000025957,NA,NA,NA,NA,NA
P0000025958,28.4073820915926,4,2,2,1
P0000025959,69.7853725222146,2,2,9,1
P0000025961,69.069036226931,0,0,0,1
P0000025962,61.974025974026,0,0,0,1
P0000025963,1.23581681476418,0,0,0,1
P0000025964,2.70403280929597,0,0,0,1
P0000025965,64.2433356117567,15,10,14,1
P0000025966,35.1606288448394,0,0,0,1
P0000025967,NA,NA,NA,NA,NA
P0000025968,78.8051948051948,12,7,11,1
P0000025969,81.6568694463431,6,5,0,1
P0000025970,0.0164046479835954,0,0,0,1
P0000025971,77.8892686261107,0,0,0,1
P0000025973,80.9377990430622,5,2,4,1
P0000025974,72.1804511278196,0,0,0,1
P0000025975,75.8824333561176,4,3,5,1
P0000025976,0.809295967190704,0,0,0,1
P0000025977,0.809295967190704,0,0,0,1
P0000025978,0.319890635680109,0,0,0,1
P0000025979,56.133971291866,9,8,4,1
P0000025980,84.9295967190704,0,0,0,1
P0000025981,58.3294600136705,0,0,0,1
P0000025982,61.4244702665755,5,4,14,1
P0000025982,61.4244702665755,5,4,14,1
P0000025982,61.4244702665755,5,4,14,1
P0000025982,61.4244702665755,5,4,14,1
P0000025984,68.3663704716336,5,4,19,1
P0000025985,74.7122351332878,11,8,3,1
P0000025986,26.9555707450444,1,1,0,1
P0000025987,0.00546821599453178,0,0,0,1
P0000025988,61.6951469583049,2,2,9,1
P0000025989,31.8113465481887,0,0,0,1
P0000025990,3.10047846889952,0,0,0,1
P0000025991,67.691045796309,2,2,0,1
P0000025991,67.691045796309,2,2,0,1
P0000025991,67.691045796309,2,2,0,1
P0000025991,67.691045796309,2,2,0,1
P0000025993,22.3431305536569,0,0,0,1
P0000025994,0.0847573479152427,0,0,0,1
P0000025995,84.1038961038961,1,1,0,1
P0000025996,69.7744360902256,5,3,0,1
P0000025997,NA,NA,NA,NA,NA
P0000025998,73.4135338345865,3,2,6,1
P0000025999,0,0,0,0,1
P0000026000,65.9767600820232,2,2,7,1
P0000026001,80.3253588516746,4,3,0,1
P0000026002,NA,NA,NA,NA,NA
P0000026003,NA,NA,NA,NA,NA
P0000026004,64.7655502392344,9,7,0,1
P0000026005,NA,NA,NA,NA,NA
P0000026006,30.6274777853725,0,0,0,1
P0000026008,18.0369104579631,0,0,0,1
P0000026009,32.7218045112782,1,1,0,1
P0000026010,41.5146958304853,0,0,0,1
P0000026011,24.9432672590567,0,0,0,1
P0000026012,NA,NA,NA,NA,NA
P0000026013,74.5563909774436,9,6,5,1
P0000026014,42.8981544771018,6,4,0,1
P0000026015,2.89542036910458,0,0,0,1
P0000026016,NA,NA,NA,NA,NA
P0000026017,1.12371838687628,0,0,0,1
P0000026018,49.5912508544088,3,3,9,1
P0000026019,70.4306220095694,3,2,4,1
P0000026020,73.8482570061517,5,4,17,1
P0000026021,46.7505126452495,8,4,0,1
P0000026022,NA,NA,NA,NA,NA
P0000026023,0.464798359535202,0,0,0,1
P0000026024,61.6650717703349,11,6,18,1
P0000026025,69.7443609022556,6,5,19,1
P0000026026,58.1380724538619,2,1,0,1
P0000026026,58.1380724538619,2,1,0,1
P0000026026,58.1380724538619,2,1,0,1
P0000026026,58.1380724538619,2,1,0,1
P0000026028,67.3820915926179,8,5,2,1
P0000026030,NA,NA,NA,NA,NA
P0000026031,0,0,0,0,1
P0000026032,67.9890635680109,8,5,0,1
P0000026033,16.4292549555707,0,0,0,1
P0000026034,35.002050580998,1,0,0,1
P0000026035,61.4080656185919,1,1,0,1
P0000026036,2.3485987696514,0,0,0,1
P0000026037,0.779220779220779,0,0,0,1
P0000026038,44.4237867395762,4,1,1,1
P0000026039,NA,NA,NA,NA,NA
P0000026040,84.5850991114149,8,7,25,1
P0000026042,7.61722488038277,0,0,0,1
P0000026043,70.714969241285,3,3,7,1
P0000026044,39.1688311688312,3,3,0,1
P0000026045,75.5789473684211,4,4,7,1
P0000026046,71.136021872864,6,6,9,1
P0000026047,71.4559125085441,8,7,12,1
P0000026048,39.352016404648,4,1,0,1
P0000026049,60.565960355434,4,4,3,1
P0000026050,72.3253588516746,0,0,0,1
P0000026051,NA,NA,NA,NA,NA
P0000026052,NA,NA,NA,NA,NA
P0000026053,44.3280929596719,3,2,0,1
P0000026054,62.6411483253588,3,3,2,1
P0000026055,NA,NA,NA,NA,NA
P0000026056,79.3410799726589,2,2,0,1
P0000026057,30.3978127136022,0,0,0,1
P0000026058,NA,NA,NA,NA,NA
P0000026059,71.4914559125085,3,2,0,1
P0000026059,71.4914559125085,3,2,0,1
P0000026061,77.7115516062885,0,0,0,1
P0000026062,NA,NA,NA,NA,NA
P0000026062,NA,NA,NA,NA,NA
P0000026062,NA,NA,NA,NA,NA
P0000026062,NA,NA,NA,NA,NA
P0000026064,81.8701298701299,7,7,0,1
P0000026065,32.1038961038961,2,1,0,1
P0000026066,0.0410116199589884,0,0,0,1
P0000026068,65.3479152426521,0,0,0,1
P0000026068,65.3479152426521,0,0,0,1
P0000026071,63.0375939849624,2,2,4,1
P0000026072,38.015037593985,4,2,0,1
P0000026073,43.5598086124402,4,4,0,1
P0000026074,80.0136705399863,3,2,0,1
P0000026075,7.95078605604921,0,0,0,1
P0000026076,42.3814080656186,4,3,5,1
P0000026077,72.3745727956254,6,5,19,1
P0000026078,25.0170881749829,0,0,0,1
P0000026079,50.4333561175666,16,9,28,1
P0000026080,NA,NA,NA,NA,NA
P0000026083,NA,NA,NA,NA,NA
P0000026084,1.43540669856459,0,0,0,1
P0000026085,NA,NA,NA,NA,NA
P0000026086,54.3048530416951,11,11,32,1
P0000026087,66.6712235133288,7,7,4,1
P0000026088,54.7341079972659,8,7,14,1
P0000026089,15.444976076555,0,0,0,1
P0000026090,31.1496924128503,1,1,0,1
P0000026091,NA,NA,NA,NA,NA
P0000026092,NA,NA,NA,NA,NA
P0000026093,70.7887901572112,8,7,5,1
P0000026094,32.6179084073821,5,5,5,1
P0000026095,NA,NA,NA,NA,NA
P0000026096,31.6144907723855,4,2,1,1
P0000026097,69.4682159945318,2,0,0,1
P0000026099,0.00546821599453178,0,0,0,1
P0000026100,0.0136705399863295,0,0,0,1
P0000026101,73.7197539302802,1,1,0,1
P0000026102,0.0847573479152427,0,0,0,1
P0000026103,0.0355434039644566,0,0,0,1
P0000026104,71.0868079289132,3,3,0,1
P0000026105,63.2590567327409,10,7,6,1
P0000026108,NA,NA,NA,NA,NA
P0000026109,NA,NA,NA,NA,NA
P0000026110,76.2488038277512,1,1,0,1
P0000026110,76.2488038277512,1,1,0,1
P0000026112,NA,NA,NA,NA,NA
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026113,50.9993164730007,2,2,0,1
P0000026116,NA,NA,NA,NA,NA
P0000026116,NA,NA,NA,NA,NA
P0000026116,NA,NA,NA,NA,NA
P0000026116,NA,NA,NA,NA,NA
P0000026118,67.105946684894107,12,11,26,1
P0000026119,41.5502392344498,4,3,0,1
P0000026120,70.7259056732741,8,6,0,1
P0000026121,46.1681476418319,9,5,26,1
P0000026122,56.8092959671907,4,4,9,1
P0000026123,NA,NA,NA,NA,NA
P0000026125,NA,NA,NA,NA,NA
P0000026126,NA,NA,NA,NA,NA
P0000026127,14.3978127136022,0,0,0,1
P0000026128,NA,NA,NA,NA,NA
P0000026129,55.61995898838,6,5,7,1
P0000026130,69.501025290499,6,5,14,1
P0000026131,60.1367053998633,5,4,6,1
P0000026132,66.498974709501,4,3,14,1
P0000026133,80.3116883116883,2,2,5,1
P0000026134,1.27409432672591,0,0,0,1
P0000026135,48.7026657552973,4,4,4,1
P0000026136,66.0615174299385,3,2,0,1
P0000026137,76.4401913875598,7,4,10,1
P0000026138,NA,NA,NA,NA,NA
P0000026139,7.49419002050581,0,0,0,1
P0000026140,22.6930963773069,1,0,0,1
P0000026141,33.9822282980178,3,2,0,1
P0000026142,4.01913875598086,0,0,0,1
P0000026143,NA,NA,NA,NA,NA
P0000026144,0.0300751879699248,0,0,0,1
P0000026145,47.5734791524265,1,0,0,1
P0000026146,2.02870813397129,0,0,0,1
P0000026147,61.1373889268626,3,2,4,1
P0000026148,NA,NA,NA,NA,NA
P0000026149,70.4771018455229,4,2,0,1
P0000026150,12.6643882433356,0,0,0,1
P0000026151,79.4066985645933,6,3,14,1
P0000026152,68.5276828434723,7,5,22,1
P0000026153,0.319890635680109,0,0,0,1
P0000026154,68.8092959671907,3,3,9,1
P0000026155,44.5386192754614,4,3,0,1
P0000026156,18.5782638414217,0,0,0,1
P0000026157,11.7375256322625,0,0,0,1
P0000026158,86.5864661654135,4,2,4,1
P0000026159,7.48325358851675,0,0,0,1
P0000026160,0.75187969924812,0,0,0,1
P0000026161,NA,NA,NA,NA,NA
P0000026162,72.1695146958305,4,2,0,1
P0000026163,52.3362952836637,0,0,0,1
P0000026163,52.3362952836637,0,0,0,1
P0000026163,52.3362952836637,0,0,0,1
P0000026163,52.3362952836637,0,0,0,1
P0000026166,56.2870813397129,3,2,0,1
P0000026166,56.2870813397129,3,2,0,1
P0000026166,56.2870813397129,3,2,0,1
P0000026166,56.2870813397129,3,2,0,1
P0000026168,43.7375256322625,6,2,0,1
P0000026169,67.6445659603554,1,0,0,1
P0000026169,67.6445659603554,1,0,0,1
P0000026169,67.6445659603554,1,0,0,1
P0000026169,67.6445659603554,1,0,0,1
P0000026171,0.349965823650034,0,0,0,1
P0000026172,NA,NA,NA,NA,NA
P0000026173,2.19002050580998,0,0,0,1
P0000026174,73.3151059466849,2,2,0,1
P0000026175,0.401913875598086,0,0,0,1
P0000026177,NA,NA,NA,NA,NA
P0000026178,NA,NA,NA,NA,NA
P0000026179,NA,NA,NA,NA,NA
P0000026180,61.8838004101162,4,3,1,1
P0000026181,24.5304169514696,1,1,7,1
P0000026182,0.0437457279562543,0,0,0,1
P0000026183,NA,NA,NA,NA,NA
P0000026184,NA,NA,NA,NA,NA
P0000026184,NA,NA,NA,NA,NA
P0000026184,NA,NA,NA,NA,NA
P0000026184,NA,NA,NA,NA,NA
P0000026186,69.9603554340396,5,3,11,1
P0000026186,69.9603554340396,5,3,11,1
P0000026188,68.6315789473684,2,1,2,1
P0000026189,69.8181818181818,9,4,0,1
P0000026190,0.962406015037594,0,0,0,1
P0000026191,0.0191387559808612,0,0,0,1
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026192,NA,NA,NA,NA,NA
P0000026195,57.3615857826384,4,2,0,1
P0000026196,0.787423103212577,0,0,0,1
P0000026197,NA,NA,NA,NA,NA
P0000026198,NA,NA,NA,NA,NA
P0000026199,NA,NA,NA,NA,NA
P0000026200,86.7423103212577,0,0,0,1
P0000026201,43.6390977443609,7,5,6,1
P0000026202,NA,NA,NA,NA,NA
P0000026203,NA,NA,NA,NA,NA
P0000026204,73.7416267942584,6,2,0,1
P0000026205,5.32057416267943,0,0,0,1
P0000026206,38.9473684210526,1,0,0,1
P0000026206,NA,NA,NA,NA,NA
P0000026206,NA,NA,NA,NA,NA
P0000026206,38.9473684210526,1,0,0,1
P0000026208,11.4367737525632,0,0,0,1
P0000026209,NA,NA,NA,NA,NA
P0000026210,52.6589200273411,14,10,18,1
P0000026211,37.1073137388927,8,7,16,1
P0000026212,5.56390977443609,0,0,0,1
P0000026213,53.5502392344498,5,4,4,1
P0000026214,62.0232399179768,3,1,0,1
P0000026215,1.6514012303486,0,0,0,1
P0000026216,0.0355434039644566,0,0,0,1
P0000026217,56.2542720437457,1,1,0,1
P0000026218,45.2631578947368,9,2,0,1
P0000026219,64.1011619958988,0,0,0,1
P0000026220,42.5208475734792,5,3,0,1
P0000026221,NA,NA,NA,NA,NA
P0000026222,0.524948735475051,0,0,0,1
P0000026223,79.3082706766917,5,5,4,1
P0000026224,71.7457279562543,7,5,3,1
P0000026224,71.7457279562543,7,5,3,1
P0000026224,71.7457279562543,7,5,3,1
P0000026224,71.7457279562543,7,5,3,1
P0000026226,57.9248120300752,3,3,4,1
P0000026226,57.9248120300752,3,3,4,1
P0000026228,NA,NA,NA,NA,NA
P0000026229,40.298017771702,4,0,0,1
P0000026230,70.5892002734108,8,8,1,1
P0000026231,NA,NA,NA,NA,NA
P0000026231,NA,NA,NA,NA,NA
P0000026231,NA,NA,NA,NA,NA
P0000026231,NA,NA,NA,NA,NA
P0000026234,24.4757347915243,0,0,0,1
P0000026236,NA,NA,NA,NA,NA
P0000026237,NA,NA,NA,NA,NA
P0000026238,NA,NA,NA,NA,NA
P0000026239,75.8933697881066,4,3,0,1
P0000026240,NA,NA,NA,NA,NA
P0000026241,76.7327409432673,0,0,0,1
P0000026242,84.0191387559809,0,0,0,1
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026243,NA,NA,NA,NA,NA
P0000026247,55.0102529049897,4,4,9,1
P0000026248,44.0847573479152,0,0,0,1
P0000026249,65.8974709501025,3,3,0,1
P0000026250,NA,NA,NA,NA,NA
P0000026251,51.9972658920027,0,0,0,1
P0000026252,78.3130553656869,7,6,5,1
P0000026253,NA,NA,NA,NA,NA
P0000026254,33.0909090909091,1,1,0,1
P0000026254,33.0909090909091,1,1,0,1
P0000026254,33.0909090909091,1,1,0,1
P0000026254,33.0909090909091,1,1,0,1
P0000026255,21.4764183185236,0,0,0,1
P0000026256,49.4299384825701,0,0,0,1
P0000026257,75.8496240601504,0,0,0,1
P0000026258,0.940533151059467,0,0,0,1
P0000026259,NA,NA,NA,NA,NA
P0000026260,NA,NA,NA,NA,NA
P0000026261,NA,NA,NA,NA,NA
P0000026262,NA,NA,NA,NA,NA
P0000026263,NA,NA,NA,NA,NA
P0000026264,NA,NA,NA,NA,NA
P0000026265,NA,NA,NA,NA,NA
P0000026266,NA,NA,NA,NA,NA
P0000026267,4.28434723171565,0,0,0,1
P0000026268,NA,NA,NA,NA,NA
P0000026269,55.1196172248804,8,7,13,1
P0000026270,61.9658236500342,0,0,0,1
P0000026270,61.9658236500342,0,0,0,1
P0000026272,50.9747095010253,0,0,0,1
P0000026273,37.4900888585099,2,1,0,1
P0000026274,1.62952836637047,0,0,0,1
P0000026275,NA,NA,NA,NA,NA
P0000026276,33.1510594668489,1,1,0,1
P0000026277,NA,NA,NA,NA,NA
P0000026278,21.2795625427204,0,0,0,1
P0000026279,55.2426520847574,0,0,0,1
P0000026280,59.5078605604921,3,2,1,1
P0000026281,30.6274777853725,3,3,19,1
P0000026282,70.5208475734792,5,2,0,1
P0000026283,0.55228981544771,0,0,0,1
P0000026284,NA,NA,NA,NA,NA
P0000026285,0.0656185919343814,0,0,0,1
P0000026286,0.120300751879699,0,0,0,1
P0000026287,NA,NA,NA,NA,NA
P0000026288,NA,NA,NA,NA,NA
P0000026288,NA,NA,NA,NA,NA
P0000026290,NA,NA,NA,NA,NA
P0000026291,3.22898154477102,0,0,0,1
P0000026292,24.3417634996582,0,0,0,1
P0000026293,1.20300751879699,0,0,0,1
P0000026294,86.2091592617908,0,0,0,1
P0000026295,76.8284347231716,8,7,10,1
P0000026296,52.5304169514696,6,5,0,1
P0000026297,75.5379357484621,11,6,18,1
P0000026298,63.2918660287081,8,7,2,1
P0000026299,0.579630895420369,0,0,0,1
P0000026300,72.0874914559125,6,6,6,1
P0000026301,78.2036910457963,4,4,7,1
P0000026302,68.1640464798359,12,7,26,1
P0000026303,70.580997949419,5,5,2,1
P0000026304,12.2406015037594,0,0,0,1
P0000026305,NA,NA,NA,NA,NA
P0000026306,NA,NA,NA,NA,NA
P0000026307,NA,NA,NA,NA,NA
P0000026310,46.272043745728,0,0,0,1
P0000026311,NA,NA,NA,NA,NA
P0000026312,NA,NA,NA,NA,NA
P0000026312,55.6937799043062,2,2,0,1
P0000026312,55.6937799043062,2,2,0,1
P0000026312,NA,NA,NA,NA,NA
P0000026314,65.659603554340407,1,1,0,1
P0000026315,NA,NA,NA,NA,NA
P0000026316,52.6397812713602,7,7,0,1
P0000026316,52.6397812713602,7,7,0,1
P0000026316,52.6397812713602,7,7,0,1
P0000026316,52.6397812713602,7,7,0,1
P0000026318,NA,NA,NA,NA,NA
P0000026319,NA,NA,NA,NA,NA
P0000026320,NA,NA,NA,NA,NA
P0000026321,50.6165413533835,0,0,0,1
P0000026322,NA,NA,NA,NA,NA
P0000026322,NA,NA,NA,NA,NA
P0000026322,NA,NA,NA,NA,NA
P0000026322,NA,NA,NA,NA,NA
P0000026324,66.5946684894053,0,0,0,1
P0000026325,NA,NA,NA,NA,NA
P0000026326,NA,NA,NA,NA,NA
P0000026327,48.1394395078606,4,2,0,1
P0000026328,9.56664388243336,0,0,0,1
P0000026329,NA,NA,NA,NA,NA
P0000026331,6.85714285714286,0,0,0,1
P0000026332,90.8571428571429,5,5,10,1
P0000026332,90.8571428571429,5,5,10,1
P0000026332,90.8571428571429,5,5,10,1
P0000026332,90.8571428571429,5,5,10,1
P0000026334,86.6165413533835,10,9,15,1
P0000026335,87.5324675324675,3,3,19,1
P0000026336,73.0745044429255,7,5,3,1
P0000026337,36.9323308270677,3,1,0,1
P0000026337,36.9323308270677,3,1,0,1
P0000026339,NA,NA,NA,NA,NA
P0000026340,0.451127819548872,0,0,0,1
P0000026341,42.8133971291866,4,2,0,1
P0000026342,38.1326042378674,4,2,4,1
P0000026343,47.3492822966507,0,0,0,1
P0000026343,47.3492822966507,0,0,0,1
P0000026345,36.3444976076555,2,1,0,1
P0000026345,36.3444976076555,2,1,0,1
P0000026347,74.056049213944,5,5,10,1
P0000026347,74.056049213944,5,5,10,1
P0000026349,4.30622009569378,0,0,0,1
P0000026350,25.2112098427888,0,0,0,1
P0000026351,17.4408749145591,0,0,0,1
P0000026352,NA,NA,NA,NA,NA
P0000026353,9.5311004784689,0,0,0,1
P0000026354,NA,NA,NA,NA,NA
P0000026355,0.587833219412167,0,0,0,1
P0000026356,84.8448393711552,0,0,0,1
P0000026357,0.278879015721121,0,0,0,1
